"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"12.990.418,90";"50.800.459,00";"50.976.820,25";"25,80";
"09/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"317.683.977,88";"440.976.344,69";"445.088.471,94";"19.571.631,71";
"09/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"32.711.494,88";"26.920.313,76";"0,00";
"09/2017";"10 - Saúde";"301 - Atenção básica";"1.375.472.199,29";"2.124.801.752,92";"1.722.195.619,24";"12.880.175,40";
"09/2017";"10 - Saúde";"304 - Vigilância sanitária";"3.157.381,61";"21.336.943,75";"21.926.500,24";"124.520,01";
"09/2017";"10 - Saúde";"128 - Formação de recursos humanos";"8.781.534,65";"70.905.539,87";"70.568.694,69";"545.249,41";
"09/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"9.201.038,06";"62.637.035,68";"57.701.145,87";"2.722.643,87";
"09/2017";"10 - Saúde";"512 - Saneamento básico urbano";"20.322.838,37";"28.419.361,67";"33.452.103,30";"19.619.070,77";
"09/2017";"10 - Saúde";"571 - Desenvolvimento científico";"32.977.446,65";"44.454.115,84";"48.891.122,80";"2.874.975,92";
"09/2017";"10 - Saúde";"122 - Administração geral";"390.991.296,10";"1.168.503.854,54";"1.162.325.557,30";"1.346.259,30";
"09/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"664.084.657,22";"732.866.187,34";"960.487.656,32";"58.432.188,72";
"09/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.113.603.395,37";"4.085.774.574,64";"4.114.365.732,46";"46.369.072,11";
"10/2017";"10 - Saúde";"124 - Controle interno";"600.000,00";"212.968,23";"212.968,23";"67.346,93";
"10/2017";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"186.357.191,38";"186.455.363,47";"0,00";
"10/2017";"10 - Saúde";"131 - Comunicação social";"8.717.504,29";"15.525.942,16";"13.751.410,83";"475.842,89";
"10/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"292.271,20";"140.094,32";"139.651,80";"0,00";
"10/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"777.450,55";"6.012.277,07";"6.196.910,60";"161.500,00";
"10/2017";"10 - Saúde";"126 - Tecnologia da informação";"35.681.418,39";"38.208.972,98";"29.348.040,79";"879.442,41";
"10/2017";"10 - Saúde";"511 - Saneamento básico rural";"6.278.100,93";"3.196.005,36";"4.043.128,50";"929.337,20";
"10/2017";"10 - Saúde";"125 - Normatização e fiscalização";"1.617.163,93";"1.307.904,10";"1.325.817,13";"0,00";
"10/2017";"10 - Saúde";"121 - Planejamento e orçamento";"3.295.966,56";"3.667.998,86";"3.664.295,00";"141.338,65";
"10/2017";"10 - Saúde";"306 - Alimentação e nutrição";"13.494.000,00";"22.893.000,00";"9.399.000,00";"230.222,34";
"10/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"896.868.836,42";"1.073.830.789,52";"1.099.166.095,85";"49.289.790,18";
"10/2017";"10 - Saúde";"512 - Saneamento básico urbano";"29.202.396,91";"25.850.759,72";"17.041.656,18";"12.609.692,27";
"10/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"1.852.535,22";"214.411,94";"219.706,96";"0,00";
"10/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"31.719.020,36";"16.694.652,31";"22.296.440,25";"1.452.643,01";
"10/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.012.861,72";"51.313.274,10";"51.331.649,09";"214,67";
"10/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.997.108,64";"4.368.260,31";"2.848.490,46";"1.164,70";
"10/2017";"10 - Saúde";"128 - Formação de recursos humanos";"- 18.856.919,37";"80.251.576,66";"78.267.166,12";"849.384,41";
"10/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"711.466.194,45";"332.978.023,54";"255.200.805,05";"40.252.619,46";
"10/2017";"10 - Saúde";"571 - Desenvolvimento científico";"58.369.195,12";"43.282.664,48";"28.033.844,39";"3.631.211,64";
"10/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"131.893.215,33";"82.303.148,97";"82.032.138,03";"1.322.375,55";
"10/2017";"10 - Saúde";"304 - Vigilância sanitária";"1.066.609,52";"3.721.498,26";"3.599.311,72";"6.544,58";
"10/2017";"10 - Saúde";"301 - Atenção básica";"2.198.051.530,88";"1.138.399.399,24";"1.539.641.979,45";"22.791.373,41";
"10/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.747.700.608,38";"4.060.413.340,47";"4.063.999.356,46";"33.454.388,73";
"10/2017";"10 - Saúde";"122 - Administração geral";"468.480.864,75";"1.012.854.715,17";"1.022.083.018,79";"2.791.225,89";
"11/2017";"10 - Saúde";"846 - Outros encargos especiais";"6.947.452,00";"210.747.421,06";"205.219.612,93";"0,00";
"11/2017";"10 - Saúde";"124 - Controle interno";"87.079,17";"26.060,15";"26.060,15";"0,00";
"11/2017";"10 - Saúde";"845 - Outras transferências";"34.000.000,00";"0,00";"0,00";"0,00";
"11/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"43.799,41";"127.176,29";"45.201,92";"0,00";
"11/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.378.246,42";"1.025.328,25";"536.906,36";"0,00";
"11/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"4.070.336,64";"1.135.657,87";"1.067.834,57";"180.450,00";
"11/2017";"10 - Saúde";"306 - Alimentação e nutrição";"10.720.400,00";"0,00";"13.494.000,00";"3.300,00";
"11/2017";"10 - Saúde";"131 - Comunicação social";"2.672.104,14";"19.798.141,20";"19.942.337,20";"376.739,65";
"11/2017";"10 - Saúde";"126 - Tecnologia da informação";"22.899.535,18";"30.224.569,46";"39.216.683,28";"301.721,31";
"11/2017";"10 - Saúde";"125 - Normatização e fiscalização";"338.692,25";"2.760.594,29";"2.762.205,80";"0,00";
"11/2017";"10 - Saúde";"512 - Saneamento básico urbano";"28.162.292,92";"23.663.889,87";"21.865.147,94";"19.185.068,67";
"11/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"84.378.944,34";"13.853.397,99";"13.729.735,01";"664.415,87";
"11/2017";"10 - Saúde";"121 - Planejamento e orçamento";"651.156,46";"1.222.284,43";"1.202.690,71";"54.560,00";
"11/2017";"10 - Saúde";"511 - Saneamento básico rural";"17.621.610,97";"5.503.555,30";"3.142.060,20";"7.670.542,70";
"11/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"190.693,88";"2.973.096,94";"4.024.487,85";"5.759,95";
"11/2017";"10 - Saúde";"128 - Formação de recursos humanos";"12.967.070,24";"77.499.029,83";"74.235.444,84";"261.796,93";
"11/2017";"10 - Saúde";"571 - Desenvolvimento científico";"40.977.935,90";"22.416.152,48";"26.055.798,07";"4.570.227,88";
"11/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"873.109.628,23";"380.588.968,62";"469.687.767,69";"3.797.648,70";
"11/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.711.834,49";"50.171.400,57";"50.973.379,29";"0,00";
"11/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"820.477.380,10";"666.390.759,48";"651.936.355,30";"22.479.906,57";
"11/2017";"10 - Saúde";"122 - Administração geral";"356.948.230,64";"1.457.981.728,78";"1.426.795.210,34";"10.506.619,64";
"11/2017";"10 - Saúde";"301 - Atenção básica";"609.052.035,75";"1.558.752.045,51";"1.561.349.432,92";"30.952.136,19";
"11/2017";"10 - Saúde";"304 - Vigilância sanitária";"- 2.690.561,99";"42.181.428,97";"42.412.110,33";"194.908,91";
"11/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.230.872.565,83";"4.142.070.842,05";"4.131.586.968,52";"55.323.351,10";
"11/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"35.579.173,67";"76.255.630,55";"64.081.166,17";"819.162,88";
"12/2017";"10 - Saúde";"845 - Outras transferências";"0,00";"30.000.000,00";"30.000.000,00";"0,00";
"12/2017";"10 - Saúde";"846 - Outros encargos especiais";"- 33.922.797,55";"111.271.992,49";"122.491.627,65";"0,00";
"12/2017";"10 - Saúde";"124 - Controle interno";"4.262.495,67";"1.439.762,13";"1.439.762,13";"26.377,55";
"12/2017";"10 - Saúde";"131 - Comunicação social";"43.481.624,95";"19.861.591,27";"20.048.390,26";"105.376,06";
"12/2017";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"284.386,64";"1.022.577,20";"628.853,36";"0,00";
"12/2017";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"30.662.874,30";"2.028.558,35";"2.092.808,27";"2.250,00";
"12/2017";"10 - Saúde";"121 - Planejamento e orçamento";"2.110.213,65";"195.714,34";"139.999,12";"66.041,12";
"12/2017";"10 - Saúde";"306 - Alimentação e nutrição";"13.024.442,81";"10.097.050,04";"9.750.560,04";"46.164,00";
"12/2017";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"20.135,07";"929.094,49";"1.954.216,07";"2.070,00";
"12/2017";"10 - Saúde";"126 - Tecnologia da informação";"66.281.127,88";"39.731.413,85";"38.013.757,83";"692.525,44";
"12/2017";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 10.556.586,54";"51.066.211,91";"50.392.781,93";"10.518,46";
"12/2017";"10 - Saúde";"125 - Normatização e fiscalização";"- 618.903,93";"2.103.058,55";"2.114.254,88";"1.974,60";
"12/2017";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"41.095.166,87";"27.095.812,36";"27.133.004,49";"19.283.893,97";
"12/2017";"10 - Saúde";"541 - Preservação e conservação ambiental";"15.681.798,50";"82.440,81";"158.122,24";"0,00";
"12/2017";"10 - Saúde";"571 - Desenvolvimento científico";"96.406.152,89";"63.991.042,43";"53.836.674,22";"1.036.687,06";
"12/2017";"10 - Saúde";"128 - Formação de recursos humanos";"104.966.382,82";"78.598.419,25";"86.019.694,46";"854.542,44";
"12/2017";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.498.853.628,70";"1.411.297.282,21";"1.374.892.883,29";"66.825.037,17";
"12/2017";"10 - Saúde";"305 - Vigilância epidemiológica";"881.203.086,03";"474.323.521,10";"383.458.168,91";"17.349.915,13";
"12/2017";"10 - Saúde";"423 - Assistência aos povos indígenas";"322.123.573,42";"130.281.775,12";"170.370.710,20";"482.322,15";
"12/2017";"10 - Saúde";"511 - Saneamento básico rural";"340.489.561,57";"5.319.500,38";"8.365.156,79";"5.913.403,36";
"12/2017";"10 - Saúde";"122 - Administração geral";"1.785.926.713,85";"2.122.336.354,01";"2.155.151.373,70";"3.575.715,40";
"12/2017";"10 - Saúde";"304 - Vigilância sanitária";"52.867.519,95";"67.361.562,59";"67.699.221,18";"182.575,60";
"12/2017";"10 - Saúde";"512 - Saneamento básico urbano";"400.666.910,08";"47.567.373,65";"50.026.408,53";"21.091.925,63";
"12/2017";"10 - Saúde";"301 - Atenção básica";"2.811.593.261,43";"1.806.691.459,37";"1.804.178.453,99";"14.319.513,67";
"12/2017";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.611.843.888,32";"4.509.290.427,28";"4.559.100.771,45";"84.604.471,32";
