"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2018";"10 - Saúde";"128 - Formação de recursos humanos";"30.328.528,91";"82.158.060,67";"80.746.807,20";"64.760.333,25";
"09/2018";"10 - Saúde";"125 - Normatização e fiscalização";"446.271,10";"2.406.433,55";"2.399.406,70";"0,00";
"09/2018";"10 - Saúde";"304 - Vigilância sanitária";"101.977.613,63";"4.038.493,51";"4.328.898,78";"742.572,17";
"09/2018";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.063.943,99";"48.550.493,47";"48.665.431,42";"0,00";
"09/2018";"10 - Saúde";"512 - Saneamento básico urbano";"- 17.033.305,97";"22.175.906,90";"22.611.538,57";"13.716.909,40";
"09/2018";"10 - Saúde";"303 - Suporte profilático e terapêutico";"951.758.495,72";"1.171.143.702,22";"1.292.000.199,29";"12.097.856,82";
"09/2018";"10 - Saúde";"305 - Vigilância epidemiológica";"326.117.971,49";"323.464.549,92";"348.875.623,66";"74.268.331,20";
"09/2018";"10 - Saúde";"511 - Saneamento básico rural";"14.364.445,01";"4.460.092,09";"4.759.379,08";"11.324.647,85";
"09/2018";"10 - Saúde";"121 - Planejamento e orçamento";"979.822,43";"2.550.310,02";"1.947.221,44";"0,00";
"09/2018";"10 - Saúde";"423 - Assistência aos povos indígenas";"350.311.924,80";"113.346.927,43";"120.068.033,16";"2.067.514,91";
"09/2018";"10 - Saúde";"301 - Atenção básica";"1.633.804.109,52";"1.711.529.888,48";"1.715.220.768,98";"19.407.435,68";
"09/2018";"10 - Saúde";"571 - Desenvolvimento científico";"44.598.149,17";"34.818.251,29";"30.708.399,20";"4.200.578,90";
"09/2018";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"942.227.245,52";"4.158.056.931,83";"4.171.941.315,90";"64.496.461,10";
"09/2018";"10 - Saúde";"122 - Administração geral";"383.935.242,73";"888.169.802,12";"884.934.273,80";"4.541.256,28";
"10/2018";"10 - Saúde";"846 - Outros encargos especiais";"- 6.000.000,00";"100.782.713,99";"100.784.219,87";"0,00";
"10/2018";"10 - Saúde";"131 - Comunicação social";"71.769.966,56";"25.152.951,99";"21.948.279,29";"520.874,88";
"10/2018";"10 - Saúde";"512 - Saneamento básico urbano";"39.426.626,38";"12.783.333,43";"14.945.639,99";"34.752.070,42";
"10/2018";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.096.177,49";"1.654.948,29";"1.393.944,18";"1.570,00";
"10/2018";"10 - Saúde";"306 - Alimentação e nutrição";"11.438.143,52";"261.843,88";"199.571,97";"77.270,00";
"10/2018";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"82.893.408,11";"22.462.795,00";"11.817.303,51";"2.752.298,99";
"10/2018";"10 - Saúde";"124 - Controle interno";"0,00";"44.776,42";"476.817,43";"8.840,69";
"10/2018";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"- 17.195.684,00";"1.962.607,21";"1.500.966,55";"832.996,84";
"10/2018";"10 - Saúde";"541 - Preservação e conservação ambiental";"91.770,96";"15.048,60";"12.764,00";"0,00";
"10/2018";"10 - Saúde";"121 - Planejamento e orçamento";"313.670,61";"1.041.600,76";"1.638.958,94";"78.192,00";
"10/2018";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.088.280,50";"4.084.555,10";"1.936.195,60";"8.608,42";
"10/2018";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.446.055,69";"49.487.640,45";"49.092.199,52";"0,00";
"10/2018";"10 - Saúde";"126 - Tecnologia da informação";"36.699.374,61";"38.365.316,96";"28.194.507,71";"1.217.162,52";
"10/2018";"10 - Saúde";"128 - Formação de recursos humanos";"231.292.063,91";"80.876.913,82";"78.714.633,87";"5.151.038,95";
"10/2018";"10 - Saúde";"423 - Assistência aos povos indígenas";"36.106.684,49";"214.886.014,70";"197.635.548,46";"1.835.441,20";
"10/2018";"10 - Saúde";"511 - Saneamento básico rural";"24.116.566,26";"3.994.935,91";"3.967.529,72";"4.587.104,53";
"10/2018";"10 - Saúde";"304 - Vigilância sanitária";"- 2.213.724,31";"79.088.499,64";"78.977.711,19";"125.200,91";
"10/2018";"10 - Saúde";"301 - Atenção básica";"3.280.935.297,91";"1.762.305.312,50";"1.758.905.727,07";"148.412.082,91";
"10/2018";"10 - Saúde";"305 - Vigilância epidemiológica";"911.980.337,02";"495.613.772,10";"528.708.683,64";"29.849.542,95";
"10/2018";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.264.738.523,60";"1.560.998.020,07";"1.573.355.058,89";"33.333.971,50";
"10/2018";"10 - Saúde";"125 - Normatização e fiscalização";"751.509,94";"1.612.374,52";"1.613.924,05";"0,00";
"10/2018";"10 - Saúde";"571 - Desenvolvimento científico";"82.431.469,75";"55.905.583,67";"37.489.787,72";"11.969.931,40";
"10/2018";"10 - Saúde";"122 - Administração geral";"608.164.525,73";"960.568.239,87";"968.473.308,57";"12.607.024,63";
"10/2018";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.807.515.412,99";"6.764.400.472,99";"4.229.493.515,27";"74.807.383,59";
"11/2018";"10 - Saúde";"845 - Outras transferências";"34.000.000,00";"3.830.665,00";"3.830.665,00";"0,00";
"11/2018";"10 - Saúde";"124 - Controle interno";"0,00";"486.578,24";"81.736,12";"0,00";
"11/2018";"10 - Saúde";"846 - Outros encargos especiais";"31.263.641,93";"199.824.618,58";"199.824.618,58";"0,00";
"11/2018";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"34.754.952,39";"3.141.589,66";"9.114.550,45";"1.528.993,40";
"11/2018";"10 - Saúde";"541 - Preservação e conservação ambiental";"2.752.848,77";"38.742,63";"39.471,71";"182.527,26";
"11/2018";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"50.154,70";"213.264,76";"1.091.298,29";"46.751,00";
"11/2018";"10 - Saúde";"121 - Planejamento e orçamento";"105.151,85";"2.058.790,94";"2.049.561,73";"11.980,00";
"11/2018";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.202.209,11";"1.253.836,89";"3.531.743,65";"2.553,66";
"11/2018";"10 - Saúde";"125 - Normatização e fiscalização";"1.274.076,24";"1.588.095,99";"1.587.390,15";"0,00";
"11/2018";"10 - Saúde";"306 - Alimentação e nutrição";"176.518,95";"8.225.047,71";"6.591.329,02";"2.043.784,00";
"11/2018";"10 - Saúde";"512 - Saneamento básico urbano";"107.539.759,86";"19.596.159,01";"19.630.089,37";"31.531.469,10";
"11/2018";"10 - Saúde";"131 - Comunicação social";"602.072,03";"17.758.414,27";"17.202.226,31";"325.852,52";
"11/2018";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"15.808.936,45";"1.125.737,10";"852.382,45";"319.658,74";
"11/2018";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"10.135.274,66";"48.548.142,46";"49.004.863,84";"0,00";
"11/2018";"10 - Saúde";"303 - Suporte profilático e terapêutico";"970.061.614,04";"1.060.674.727,09";"963.240.072,22";"12.120.767,75";
"11/2018";"10 - Saúde";"126 - Tecnologia da informação";"26.710.426,68";"24.184.725,38";"24.798.103,56";"1.216.020,75";
"11/2018";"10 - Saúde";"511 - Saneamento básico rural";"19.707.883,76";"10.704.276,72";"8.848.686,65";"16.013.739,22";
"11/2018";"10 - Saúde";"301 - Atenção básica";"824.141.989,40";"1.565.525.135,86";"1.565.963.300,92";"38.189.073,04";
"11/2018";"10 - Saúde";"305 - Vigilância epidemiológica";"693.147.066,28";"331.757.710,87";"551.181.900,49";"78.328.734,86";
"11/2018";"10 - Saúde";"571 - Desenvolvimento científico";"60.731.787,29";"50.488.918,15";"49.233.305,92";"3.913.170,92";
"11/2018";"10 - Saúde";"122 - Administração geral";"341.955.710,11";"1.856.483.069,38";"1.830.011.233,40";"2.590.651,34";
"11/2018";"10 - Saúde";"304 - Vigilância sanitária";"26.705.506,42";"42.000.406,55";"41.815.430,53";"888.585,97";
"11/2018";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.199.197.968,78";"5.171.075.328,09";"4.354.987.798,01";"48.597.652,43";
"11/2018";"10 - Saúde";"128 - Formação de recursos humanos";"- 2.583.432,91";"79.821.550,71";"79.615.510,54";"886.519,88";
"11/2018";"10 - Saúde";"423 - Assistência aos povos indígenas";"121.481.187,84";"72.084.081,81";"76.628.076,33";"1.154.309,04";
"12/2018";"10 - Saúde";"845 - Outras transferências";"0,00";"30.000.000,00";"30.000.000,00";"0,00";
"12/2018";"10 - Saúde";"846 - Outros encargos especiais";"- 45.036.873,90";"104.150.509,70";"90.435.029,92";"0,00";
"12/2018";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"12/2018";"10 - Saúde";"121 - Planejamento e orçamento";"8.403.415,08";"5.085.768,93";"1.398.181,76";"17.570,00";
"12/2018";"10 - Saúde";"541 - Preservação e conservação ambiental";"12.550.814,49";"217.598,47";"219.377,85";"194.306,24";
"12/2018";"10 - Saúde";"125 - Normatização e fiscalização";"799.516,60";"1.982.195,51";"1.988.721,51";"5.439,02";
"12/2018";"10 - Saúde";"511 - Saneamento básico rural";"32.469.556,62";"17.170.629,62";"20.251.926,97";"16.649.391,04";
"12/2018";"10 - Saúde";"306 - Alimentação e nutrição";"12.841.460,95";"6.204.314,94";"726.253,76";"72.170,00";
"12/2018";"10 - Saúde";"126 - Tecnologia da informação";"51.861.976,93";"30.699.174,53";"41.466.774,90";"2.144.089,62";
"12/2018";"10 - Saúde";"124 - Controle interno";"3.956.295,75";"46.978,22";"463.228,22";"0,00";
"12/2018";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"810.534,22";"1.113.129,61";"1.216.929,77";"442,00";
"12/2018";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"8.037.859,02";"18.485.878,59";"18.088.670,91";"29.938,97";
"12/2018";"10 - Saúde";"305 - Vigilância epidemiológica";"889.995.854,88";"530.641.457,50";"606.236.647,99";"34.645.803,85";
"12/2018";"10 - Saúde";"131 - Comunicação social";"27.788.278,90";"52.781.200,04";"56.329.857,08";"28.559,17";
"12/2018";"10 - Saúde";"571 - Desenvolvimento científico";"92.123.127,93";"61.112.296,38";"56.706.798,08";"4.980.128,10";
"12/2018";"10 - Saúde";"303 - Suporte profilático e terapêutico";"2.056.602.900,93";"1.442.550.857,98";"1.561.735.094,37";"338.442.111,63";
"12/2018";"10 - Saúde";"128 - Formação de recursos humanos";"29.894.341,98";"96.196.790,36";"40.637.811,37";"4.849.349,68";
"12/2018";"10 - Saúde";"423 - Assistência aos povos indígenas";"66.876.285,95";"267.052.312,95";"301.235.181,04";"1.109.596,61";
"12/2018";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"104.003.020,73";"15.986.393,26";"15.792.904,22";"2.149.357,06";
"12/2018";"10 - Saúde";"304 - Vigilância sanitária";"11.485.676,81";"33.598.478,74";"34.308.509,12";"107.995,23";
"12/2018";"10 - Saúde";"301 - Atenção básica";"1.429.430.634,78";"2.853.260.753,73";"2.719.812.020,14";"148.883.389,04";
"12/2018";"10 - Saúde";"512 - Saneamento básico urbano";"112.185.285,09";"25.625.847,30";"25.398.592,86";"53.357.602,61";
"12/2018";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 22.578.345,40";"49.200.222,20";"7.413.623,66";"0,00";
"12/2018";"10 - Saúde";"122 - Administração geral";"1.734.655.282,07";"2.039.796.021,37";"1.489.293.172,98";"182.627.541,84";
"12/2018";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"1.628.314.751,65";"1.673.623.001,66";"5.031.531.653,77";"221.918.161,30";
"12/2018";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"24.841,12";"186.040,55";"56.530,21";"570,00";
