"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2015";"10 - Saúde";"126 - Tecnologia da informação";"- 10.471.872,57";"36.061.238,14";"29.285.468,42";"1.110.107,08";
"09/2015";"10 - Saúde";"128 - Formação de recursos humanos";"16.987.704,78";"55.726.502,86";"52.587.592,40";"5.500.542,29";
"09/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"223.001,50";"6.488.462,66";"3.767.361,62";"662.527,47";
"09/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"8.269.805,98";"45.304.944,05";"45.293.084,37";"0,00";
"09/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"211.175.005,13";"565.661.181,58";"232.851.394,20";"5.724.943,53";
"09/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"5.623.771,07";"4.887.999,91";"4.761.921,49";"21.695,55";
"09/2015";"10 - Saúde";"122 - Administração geral";"158.113.294,90";"760.941.036,29";"777.379.976,33";"62.356.582,93";
"09/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"- 12.570.889,53";"14.665.048,83";"13.239.652,47";"3.268.831,10";
"09/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"571.797.571,20";"859.542.602,90";"953.374.564,53";"10.346.688,85";
"09/2015";"10 - Saúde";"304 - Vigilância sanitária";"10.483.226,74";"26.132.980,72";"25.876.464,98";"572.483,58";
"09/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"9.853.312,39";"231.345.242,36";"230.431.841,15";"1.281.937,87";
"09/2015";"10 - Saúde";"131 - Comunicação social";"10.637.101,41";"14.007.649,21";"4.796.979,18";"81.115,90";
"09/2015";"10 - Saúde";"125 - Normatização e fiscalização";"2.333.966,35";"2.992.503,43";"2.819.826,43";"6.347,33";
"09/2015";"10 - Saúde";"301 - Atenção básica";"1.103.032.855,38";"1.953.688.128,25";"2.101.554.010,25";"160.300.676,01";
"09/2015";"10 - Saúde";"571 - Desenvolvimento científico";"31.047.712,20";"38.347.599,43";"38.962.866,82";"2.228.421,80";
"09/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"161.826.114,32";"3.706.331.645,79";"3.829.459.126,15";"127.085.290,36";
"10/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"301.183,20";
"10/2015";"10 - Saúde";"124 - Controle interno";"0,00";"13.081,32";"13.081,32";"227.605,75";
"10/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"237.980,70";"428.378,50";"821.334,96";"0,00";
"10/2015";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"677.145,50";"723.400,00";"192.869,25";
"10/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"26.000,00";
"10/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"4.452.844,19";"2.515.570,01";"2.306.645,82";"80.769,59";
"10/2015";"10 - Saúde";"125 - Normatização e fiscalização";"4.145.792,62";"4.034.802,51";"3.695.724,56";"72.428,10";
"10/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"- 2.075.293,36";"16.925.994,33";"17.978.959,51";"3.784.599,33";
"10/2015";"10 - Saúde";"131 - Comunicação social";"14.045.415,02";"11.378.109,91";"4.843.069,37";"0,00";
"10/2015";"10 - Saúde";"121 - Planejamento e orçamento";"333.692,75";"120.884,92";"109.289,57";"208.572,29";
"10/2015";"10 - Saúde";"511 - Saneamento básico rural";"1.546.350,71";"2.343.227,87";"2.076.512,52";"4.982.663,63";
"10/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"151.193,25";"92.810,28";"85.198,64";"102.904,84";
"10/2015";"10 - Saúde";"512 - Saneamento básico urbano";"14.279.304,46";"14.105.809,89";"13.048.041,12";"15.423.802,30";
"10/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"10.964.388,88";"2.744.337,50";"5.164.252,10";"421.875,80";
"10/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"142.771,79";"43.767.877,76";"43.512.209,31";"0,00";
"10/2015";"10 - Saúde";"126 - Tecnologia da informação";"34.387.988,65";"30.752.060,80";"25.068.571,30";"456.410,44";
"10/2015";"10 - Saúde";"122 - Administração geral";"- 90.819.433,92";"787.242.323,41";"781.236.168,38";"39.659.775,69";
"10/2015";"10 - Saúde";"128 - Formação de recursos humanos";"752.692,81";"114.315.609,42";"115.739.492,34";"1.406.175,38";
"10/2015";"10 - Saúde";"301 - Atenção básica";"1.361.836.522,93";"1.513.861.902,23";"1.605.914.609,61";"9.371.952,18";
"10/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"993.371.113,40";"1.287.786.632,43";"1.241.449.939,95";"9.700.856,71";
"10/2015";"10 - Saúde";"571 - Desenvolvimento científico";"22.342.430,96";"26.565.180,66";"25.112.366,52";"3.937.008,39";
"10/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"47.251.441,06";"47.309.007,46";"36.587.067,72";"1.153.320,49";
"10/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"264.581.460,46";"500.518.080,89";"917.997.562,30";"6.354.053,09";
"10/2015";"10 - Saúde";"304 - Vigilância sanitária";"10.397.758,56";"11.520.316,86";"26.474.169,85";"488.928,35";
"10/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"2.298.888.981,47";"3.809.326.548,19";"3.758.512.723,87";"314.031.010,95";
"11/2015";"10 - Saúde";"124 - Controle interno";"0,00";"1.695,64";"1.695,64";"0,00";
"11/2015";"10 - Saúde";"131 - Comunicação social";"16.866.276,65";"17.389.971,92";"16.461.422,59";"0,00";
"11/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"90.292,20";"111.644,06";"111.644,06";"0,00";
"11/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"54.382,40";
"11/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"717.455,14";"136.117,81";"102.868,93";"0,00";
"11/2015";"10 - Saúde";"121 - Planejamento e orçamento";"321.481,14";"233.766,62";"234.263,47";"265.542,84";
"11/2015";"10 - Saúde";"306 - Alimentação e nutrição";"7.517.497,00";"7.422.572,98";"0,00";"923.758,99";
"11/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.728.600,81";"4.319.551,48";"4.091.739,03";"665,00";
"11/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"344.554,03";
"11/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"630.127,95";"7.747.412,13";"5.278.269,23";"768.770,89";
"11/2015";"10 - Saúde";"125 - Normatização e fiscalização";"3.147.883,16";"2.504.777,36";"2.949.013,08";"3.707,24";
"11/2015";"10 - Saúde";"126 - Tecnologia da informação";"17.509.085,09";"24.629.377,08";"23.024.488,98";"797.119,32";
"11/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"12.672.181,74";"43.259.667,66";"43.750.011,98";"0,00";
"11/2015";"10 - Saúde";"511 - Saneamento básico rural";"14.602.040,77";"2.023.292,58";"2.018.942,97";"5.771.572,01";
"11/2015";"10 - Saúde";"304 - Vigilância sanitária";"598.895,25";"5.365.767,06";"5.276.634,55";"85.086,48";
"11/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"273.311.655,77";"537.793.872,31";"637.704.474,71";"19.299.144,37";
"11/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"127.346.792,45";"202.960.093,56";"182.167.638,13";"1.349.353,17";
"11/2015";"10 - Saúde";"128 - Formação de recursos humanos";"11.536.748,75";"95.715.656,79";"95.790.353,47";"2.215.468,62";
"11/2015";"10 - Saúde";"571 - Desenvolvimento científico";"24.781.054,93";"19.909.332,63";"16.628.132,89";"2.796.980,37";
"11/2015";"10 - Saúde";"512 - Saneamento básico urbano";"60.143.799,06";"15.868.921,10";"17.219.478,18";"18.527.905,72";
"11/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.079.887,90";"19.768.133,73";"19.105.488,89";"8.658.003,92";
"11/2015";"10 - Saúde";"301 - Atenção básica";"1.012.755.844,12";"1.319.040.252,18";"1.171.202.647,18";"398.509.535,94";
"11/2015";"10 - Saúde";"122 - Administração geral";"359.376.415,86";"1.122.236.068,71";"956.433.376,86";"18.377.837,81";
"11/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.201.407.223,93";"3.497.332.653,36";"3.433.577.201,26";"91.204.928,50";
"11/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"49.048.100,33";"47.380.785,88";"37.597.509,68";"1.007.440,00";
"12/2015";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"2.249,23";
"12/2015";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"120.087,00";
"12/2015";"10 - Saúde";"124 - Controle interno";"781.934,50";"1.931,03";"1.931,03";"314.331,00";
"12/2015";"10 - Saúde";"306 - Alimentação e nutrição";"2.196.674,25";"12.973,00";"8.112.691,48";"90.674,74";
"12/2015";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"10.438.288,83";"5.668.399,01";"7.938.636,65";"889.665,58";
"12/2015";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"11.244,11";"33.041,62";"33.041,62";"0,00";
"12/2015";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"1.613.750,98";
"12/2015";"10 - Saúde";"541 - Preservação e conservação ambiental";"8.714.237,91";"378.542,52";"333.552,01";"151.895,00";
"12/2015";"10 - Saúde";"512 - Saneamento básico urbano";"201.590.275,66";"13.407.553,39";"11.477.818,41";"25.148.921,52";
"12/2015";"10 - Saúde";"125 - Normatização e fiscalização";"2.519.880,00";"4.426.965,71";"4.661.462,71";"- 17.002,35";
"12/2015";"10 - Saúde";"128 - Formação de recursos humanos";"54.720.558,71";"79.004.638,98";"77.569.654,06";"4.260.206,68";
"12/2015";"10 - Saúde";"131 - Comunicação social";"66.690.572,05";"14.644.420,06";"29.976.003,03";"14.382,50";
"12/2015";"10 - Saúde";"511 - Saneamento básico rural";"77.641.893,76";"4.271.810,54";"4.578.503,88";"12.552.011,25";
"12/2015";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"4.551.675,18";"7.648.302,83";"8.222.241,78";"1.564,79";
"12/2015";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"11.764.180,35";"43.147.786,30";"42.508.257,81";"0,00";
"12/2015";"10 - Saúde";"423 - Assistência aos povos indígenas";"107.157.582,53";"46.400.560,27";"71.514.435,78";"1.510.028,20";
"12/2015";"10 - Saúde";"121 - Planejamento e orçamento";"2.252.548,16";"222.018,96";"226.938,46";"211.697,14";
"12/2015";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"37.361.043,05";"26.428.651,70";"27.646.231,00";"1.868.773,25";
"12/2015";"10 - Saúde";"305 - Vigilância epidemiológica";"794.730.272,88";"244.483.669,96";"185.347.223,47";"4.657.147,58";
"12/2015";"10 - Saúde";"122 - Administração geral";"714.487.251,29";"1.058.890.234,51";"1.234.261.656,41";"40.123.227,58";
"12/2015";"10 - Saúde";"304 - Vigilância sanitária";"93.289.445,80";"93.125.948,72";"93.358.479,41";"331.368,09";
"12/2015";"10 - Saúde";"126 - Tecnologia da informação";"43.863.404,73";"49.248.038,69";"71.526.416,31";"428.551,56";
"12/2015";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.266.959.340,45";"1.045.942.628,09";"1.047.677.691,94";"7.975.721,91";
"12/2015";"10 - Saúde";"301 - Atenção básica";"828.751.229,01";"1.240.376.739,54";"1.403.438.120,63";"206.803.620,05";
"12/2015";"10 - Saúde";"571 - Desenvolvimento científico";"8.664.876,01";"20.134.543,60";"27.549.611,17";"1.378.442,90";
"12/2015";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.468.090.849,64";"4.521.724.378,04";"4.648.448.062,38";"180.634.880,27";
