"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2023";"10 - Saúde";"571 - Desenvolvimento científico";"57.380.698,03";"57.437.751,22";"63.424.757,02";"9.263.783,87";
"09/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"1.791.052.457,63";"540.885.501,61";"542.669.714,90";"52.440.284,31";
"09/2023";"10 - Saúde";"301 - Atenção básica";"3.494.683.514,00";"3.405.419.691,14";"3.453.825.598,38";"28.372.776,85";
"09/2023";"10 - Saúde";"304 - Vigilância sanitária";"2.160.551,74";"26.120.008,35";"25.583.852,05";"190.036,78";
"09/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.990.166.623,89";"6.929.687.854,66";"6.562.577.087,56";"87.366.319,89";
"10/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"688.713,32";"386.506,65";"4.000.000,00";
"10/2023";"10 - Saúde";"124 - Controle interno";"0,00";"2.433,33";"19.526,29";"0,00";
"10/2023";"10 - Saúde";"846 - Outros encargos especiais";"- 3.823.067,43";"77.743.012,97";"77.743.012,97";"0,00";
"10/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 30.763,00";"0,00";"0,00";"6.762,13";
"10/2023";"10 - Saúde";"512 - Saneamento básico urbano";"- 56.056,32";"- 4.636,20";"0,00";"0,00";
"10/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"13.015.728,89";"7.509.277,47";"7.151.142,51";"2.990.112,62";
"10/2023";"10 - Saúde";"121 - Planejamento e orçamento";"3.480.256,40";"8.442.638,60";"1.620.200,13";"2.554,34";
"10/2023";"10 - Saúde";"131 - Comunicação social";"0,00";"12.113.203,07";"15.972.213,75";"3.226,63";
"10/2023";"10 - Saúde";"126 - Tecnologia da informação";"60.136.415,45";"16.660.543,66";"15.297.989,83";"66.464,00";
"10/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"10.350,38";"497.289,20";"968.505,01";"260.538,02";
"10/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.391.873.328,70";"1.829.538.245,69";"1.848.627.835,85";"51.983.161,90";
"10/2023";"10 - Saúde";"511 - Saneamento básico rural";"5.649.082,10";"7.601.965,12";"6.058.963,31";"3.818.920,96";
"10/2023";"10 - Saúde";"306 - Alimentação e nutrição";"69.843,66";"69.843,66";"69.843,66";"218.878,00";
"10/2023";"10 - Saúde";"304 - Vigilância sanitária";"3.586.919,31";"26.547.853,62";"27.085.005,49";"35.421,36";
"10/2023";"10 - Saúde";"128 - Formação de recursos humanos";"373.326.220,32";"135.777.427,39";"131.045.186,48";"1.971.094,59";
"10/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.158.191,51";"4.835.393,60";"10.431.375,82";"2.921.975,39";
"10/2023";"10 - Saúde";"122 - Administração geral";"1.034.445.210,74";"1.468.456.893,09";"1.462.773.162,21";"461.349,41";
"10/2023";"10 - Saúde";"125 - Normatização e fiscalização";"1.400.016,59";"1.756.871,02";"2.208.197,18";"181.868,47";
"10/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"627.001.093,42";"617.282.287,42";"624.020.528,50";"35.103.612,60";
"10/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"78.750.655,87";"58.042.377,21";"62.770.748,71";"0,00";
"10/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"389.553.196,05";"123.980.804,85";"101.693.493,94";"1.223.308,37";
"10/2023";"10 - Saúde";"571 - Desenvolvimento científico";"17.950.699,58";"45.058.197,88";"56.461.361,17";"8.704.763,90";
"10/2023";"10 - Saúde";"301 - Atenção básica";"3.212.477.094,54";"4.085.894.028,23";"4.243.275.147,73";"42.351.285,99";
"10/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.126.040.462,66";"7.201.181.808,56";"7.502.359.421,31";"59.977.659,87";
"11/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"2.300,00";
"11/2023";"10 - Saúde";"124 - Controle interno";"7.489.130,43";"16.955,59";"13.972,56";"0,00";
"11/2023";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"161.043.540,15";"161.043.540,15";"0,00";
"11/2023";"10 - Saúde";"306 - Alimentação e nutrição";"16.740,00";"16.740,00";"16.740,00";"216.930,00";
"11/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"7.182.365,86";"244.585,24";"546.791,91";"0,00";
"11/2023";"10 - Saúde";"121 - Planejamento e orçamento";"4.200.000,00";"2.049.381,07";"7.363.230,93";"2.554,34";
"11/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"12.166,45";"330.927,14";"397.390,02";"246.028,57";
"11/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"13.791.128,68";"61.921.503,91";"62.668.383,34";"0,00";
"11/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"248.640.510,00";"4.735.179,24";"4.883.150,77";"3.484.423,39";
"11/2023";"10 - Saúde";"131 - Comunicação social";"4.455.597,35";"18.785.796,56";"17.365.636,78";"7.866,49";
"11/2023";"10 - Saúde";"126 - Tecnologia da informação";"74.280.934,53";"20.284.535,59";"15.417.228,79";"16.673,48";
"11/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"10.140.372,94";"3.976.439,52";"4.490.986,27";"82.212,76";
"11/2023";"10 - Saúde";"125 - Normatização e fiscalização";"2.662.908,67";"1.770.280,93";"1.806.270,96";"11.868,47";
"11/2023";"10 - Saúde";"512 - Saneamento básico urbano";"100.171.291,49";"0,00";"0,00";"305.000,28";
"11/2023";"10 - Saúde";"122 - Administração geral";"1.908.928.360,88";"2.504.790.673,82";"2.311.200.739,29";"646.608,10";
"11/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"65.209.180,13";"254.885.078,42";"279.387.656,40";"1.702.865,34";
"11/2023";"10 - Saúde";"128 - Formação de recursos humanos";"15.812.557,84";"257.543.760,98";"254.207.239,82";"1.900.513,41";
"11/2023";"10 - Saúde";"511 - Saneamento básico rural";"54.925.790,12";"4.960.167,76";"7.384.662,39";"4.278.462,15";
"11/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"252.728.160,48";"1.001.006.638,28";"965.219.300,58";"24.558.690,65";
"11/2023";"10 - Saúde";"304 - Vigilância sanitária";"2.912.253,78";"24.975.567,30";"25.197.871,90";"29.158,42";
"11/2023";"10 - Saúde";"301 - Atenção básica";"2.853.620.341,84";"3.600.465.646,17";"3.590.688.734,39";"64.668.576,00";
"11/2023";"10 - Saúde";"571 - Desenvolvimento científico";"214.673.133,99";"131.765.025,87";"95.058.818,89";"21.118.788,43";
"11/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.286.430.337,82";"1.829.483.090,91";"1.850.912.003,99";"36.687.253,17";
"11/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.397.992.858,98";"7.369.360.194,29";"7.647.250.962,28";"130.855.725,39";
"12/2023";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"14.998.124,00";"363.225,99";"363.225,99";"0,00";
"12/2023";"10 - Saúde";"846 - Outros encargos especiais";"12.952.043,61";"83.603.716,38";"83.603.716,38";"0,00";
"12/2023";"10 - Saúde";"124 - Controle interno";"1.803.186,29";"10.799.131,88";"10.403.690,69";"0,00";
"12/2023";"10 - Saúde";"131 - Comunicação social";"6.219.974,66";"24.582.321,82";"24.963.106,15";"722,50";
"12/2023";"10 - Saúde";"306 - Alimentação e nutrição";"63.608.575,06";"59.372.470,06";"58.172.470,06";"415.340,00";
"12/2023";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"305.214.974,62";"17.069.450,75";"16.336.507,15";"9.394.633,45";
"12/2023";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"9.040.904,25";"3.102.711,02";"3.038.327,19";"79.856,57";
"12/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"0,00";"0,00";"0,00";"717.973,52";
"12/2023";"10 - Saúde";"126 - Tecnologia da informação";"53.642.070,58";"28.432.824,15";"37.646.335,26";"8.308,00";
"12/2023";"10 - Saúde";"128 - Formação de recursos humanos";"166.429.221,70";"182.965.079,49";"192.916.780,48";"54.948.309,21";
"12/2023";"10 - Saúde";"121 - Planejamento e orçamento";"8.746.787,39";"4.569.216,73";"6.940.046,12";"2.554,34";
"12/2023";"10 - Saúde";"512 - Saneamento básico urbano";"132.301.711,59";"0,00";"0,00";"13.566.455,69";
"12/2023";"10 - Saúde";"304 - Vigilância sanitária";"52.911.081,67";"64.317.181,12";"63.684.941,51";"85.442,95";
"12/2023";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"34.048.147,25";"14.403.212,38";"8.531.332,59";"484.367,01";
"12/2023";"10 - Saúde";"125 - Normatização e fiscalização";"7.949.056,67";"4.062.669,07";"2.278.785,64";"1.491.868,47";
"12/2023";"10 - Saúde";"303 - Suporte profilático e terapêutico";"4.331.501.982,46";"1.902.738.637,40";"1.952.508.435,81";"40.979.019,03";
"12/2023";"10 - Saúde";"305 - Vigilância epidemiológica";"2.377.157.068,66";"1.280.634.970,93";"1.380.059.616,60";"21.613.371,80";
"12/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.765.424,51";"66.460.387,17";"62.837.811,73";"0,00";
"12/2023";"10 - Saúde";"423 - Assistência aos povos indígenas";"122.739.310,58";"159.419.550,68";"157.904.549,47";"1.770.452,07";
"12/2023";"10 - Saúde";"571 - Desenvolvimento científico";"1.013.480.657,13";"372.172.457,16";"248.105.601,89";"8.617.060,23";
"12/2023";"10 - Saúde";"301 - Atenção básica";"5.686.270.525,89";"4.947.109.999,41";"5.129.809.511,45";"41.369.484,73";
"12/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"10.717.924.268,03";"8.871.218.893,73";"8.900.262.799,26";"170.146.865,86";
"12/2023";"10 - Saúde";"511 - Saneamento básico rural";"171.838.266,80";"8.446.132,93";"9.127.659,25";"16.856.466,33";
"12/2023";"10 - Saúde";"122 - Administração geral";"1.385.002.441,95";"1.646.585.776,66";"1.729.442.512,86";"923.545,72";
