"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"81.658.989,48";"51.181.521,24";"54.844.747,52";"1.393.732,46";
"09/2019";"10 - Saúde";"301 - Atenção básica";"707.348.988,48";"2.053.865.018,02";"2.068.840.118,07";"25.039.778,44";
"09/2019";"10 - Saúde";"571 - Desenvolvimento científico";"26.637.757,82";"31.688.227,50";"35.407.848,65";"3.383.353,12";
"09/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"577.886.928,43";"460.568.559,70";"428.665.937,78";"26.963.993,24";
"09/2019";"10 - Saúde";"125 - Normatização e fiscalização";"852.140,36";"1.422.157,73";"1.419.191,96";"0,00";
"09/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"867.744.961,83";"4.763.466.025,76";"4.779.489.275,58";"115.706.156,63";
"09/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 51.140.326,32";"44.772.397,76";"45.068.444,50";"0,00";
"10/2019";"10 - Saúde";"846 - Outros encargos especiais";"- 143,29";"87.790.553,34";"87.789.651,80";"0,00";
"10/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"26.405,00";"111.677,43";"503.418,74";"57.036,14";
"10/2019";"10 - Saúde";"124 - Controle interno";"33.584,23";"91.031,49";"92.205,05";"1.192.020,00";
"10/2019";"10 - Saúde";"131 - Comunicação social";"8.518.434,52";"8.461.515,12";"8.654.560,16";"637.194,40";
"10/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"227.074,51";"223.690,25";"213.771,41";"275.270,04";
"10/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.409.343,83";"21.538.444,69";"7.939.820,66";"3.571.076,41";
"10/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"3.622.659,32";"4.674.129,91";"5.228.873,43";"22.920,76";
"10/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"606.662,47";"767.363,19";"657.736,91";"31.655,81";
"10/2019";"10 - Saúde";"512 - Saneamento básico urbano";"11.315.877,19";"7.750.891,83";"8.872.064,32";"31.889.722,78";
"10/2019";"10 - Saúde";"125 - Normatização e fiscalização";"1.411.999,79";"3.097.001,47";"3.059.652,69";"0,00";
"10/2019";"10 - Saúde";"126 - Tecnologia da informação";"10.311.561,11";"25.872.360,24";"24.747.357,24";"2.336.525,24";
"10/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"6.186.694,28";"44.264.243,86";"45.120.286,33";"0,00";
"10/2019";"10 - Saúde";"306 - Alimentação e nutrição";"12.391.179,02";"38.057.302,77";"38.057.302,77";"328.346,00";
"10/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"861.246.595,82";"849.153.751,33";"939.999.585,46";"32.914.207,20";
"10/2019";"10 - Saúde";"571 - Desenvolvimento científico";"35.708.799,51";"36.283.714,94";"34.161.673,84";"6.191.818,94";
"10/2019";"10 - Saúde";"511 - Saneamento básico rural";"32.523.497,23";"8.143.446,63";"10.378.667,68";"11.193.460,95";
"10/2019";"10 - Saúde";"128 - Formação de recursos humanos";"32.477.303,89";"89.965.772,15";"89.209.265,63";"1.906.839,55";
"10/2019";"10 - Saúde";"122 - Administração geral";"137.236.361,00";"640.929.686,74";"648.017.954,15";"589.344,69";
"10/2019";"10 - Saúde";"304 - Vigilância sanitária";"4.550.924,84";"49.307.056,45";"48.201.387,24";"42.030,14";
"10/2019";"10 - Saúde";"121 - Planejamento e orçamento";"9.067.583,76";"158.813,66";"194.353,76";"1.409.245,59";
"10/2019";"10 - Saúde";"301 - Atenção básica";"2.043.876.538,30";"1.909.239.160,07";"1.914.050.821,40";"75.221.824,76";
"10/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"1.196.862.038,57";"1.246.748.574,11";"1.258.365.386,81";"102.743.741,89";
"10/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.790.366.694,40";"5.047.819.430,03";"5.078.562.956,22";"69.460.998,04";
"10/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"97.465.246,94";"99.841.361,24";"106.543.282,49";"935.205,22";
"11/2019";"10 - Saúde";"846 - Outros encargos especiais";"3.000.000,00";"176.658.202,86";"170.432.127,66";"0,00";
"11/2019";"10 - Saúde";"131 - Comunicação social";"71.470.221,51";"9.726.843,76";"7.487.768,85";"73.557,23";
"11/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"608.700,11";"1.152.940,54";"1.202.285,92";"166.316,23";
"11/2019";"10 - Saúde";"121 - Planejamento e orçamento";"1.926.997,89";"4.567.210,58";"113.200,10";"942.177,14";
"11/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.396.702,53";"893.152,08";"1.039.442,59";"0,00";
"11/2019";"10 - Saúde";"126 - Tecnologia da informação";"6.192.266,45";"17.418.137,66";"14.953.587,45";"3.059.010,65";
"11/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.008.620,85";"2.619.927,94";"2.480.036,88";"2.190,00";
"11/2019";"10 - Saúde";"125 - Normatização e fiscalização";"3.844.969,36";"2.187.056,52";"2.223.582,63";"173.426,55";
"11/2019";"10 - Saúde";"306 - Alimentação e nutrição";"4.420.601,27";"1.372.962,23";"252.721,38";"2.265.773,72";
"11/2019";"10 - Saúde";"124 - Controle interno";"24.705,50";"464.514,92";"492.547,17";"0,00";
"11/2019";"10 - Saúde";"511 - Saneamento básico rural";"34.068.331,90";"2.776.254,83";"2.546.336,63";"11.667.537,36";
"11/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"29.810,53";"18.546,83";"25.828,51";"113.456,43";
"11/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"18.179.440,62";"43.350.580,70";"44.220.968,51";"0,00";
"11/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"25.825.906,55";"7.416.725,02";"15.608.301,45";"9.973.397,03";
"11/2019";"10 - Saúde";"301 - Atenção básica";"2.946.096.738,81";"2.272.677.247,70";"2.065.562.250,38";"41.641.250,76";
"11/2019";"10 - Saúde";"512 - Saneamento básico urbano";"141.762.006,56";"16.986.861,72";"14.992.957,15";"24.748.838,89";
"11/2019";"10 - Saúde";"122 - Administração geral";"223.570.932,12";"898.960.303,34";"741.412.141,27";"365.220,97";
"11/2019";"10 - Saúde";"571 - Desenvolvimento científico";"82.630.150,07";"46.315.828,20";"39.799.246,41";"2.762.434,71";
"11/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.133.118.630,26";"1.314.360.864,55";"1.261.534.619,07";"8.197.231,39";
"11/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"137.934.588,39";"54.825.390,97";"54.269.846,35";"391.003,73";
"11/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"301.490.445,18";"317.815.690,67";"377.722.832,10";"183.202.969,47";
"11/2019";"10 - Saúde";"128 - Formação de recursos humanos";"20.394.188,43";"106.058.665,10";"100.956.839,95";"287.347,51";
"11/2019";"10 - Saúde";"304 - Vigilância sanitária";"4.554.505,95";"27.027.693,71";"28.211.396,86";"44.792,72";
"11/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"2.371.748.184,91";"4.717.148.041,60";"4.668.922.373,65";"105.230.328,85";
"12/2019";"10 - Saúde";"846 - Outros encargos especiais";"- 135.298.174,39";"86.422.873,74";"92.649.850,48";"0,00";
"12/2019";"10 - Saúde";"124 - Controle interno";"- 2.821,38";"32.027,69";"29.488,19";"0,00";
"12/2019";"10 - Saúde";"121 - Planejamento e orçamento";"3.164.807,51";"1.916.263,94";"6.291.837,52";"4.853,79";
"12/2019";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"23.474.983,15";"606.592,94";"606.592,94";"9.000,00";
"12/2019";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"624.522,91";"787.011,03";"342.385,08";"4.996,00";
"12/2019";"10 - Saúde";"306 - Alimentação e nutrição";"8.784.567,69";"10.495.010,29";"8.251.312,15";"366.172,00";
"12/2019";"10 - Saúde";"131 - Comunicação social";"6.798.765,63";"26.109.518,39";"29.766.023,74";"445.966,27";
"12/2019";"10 - Saúde";"541 - Preservação e conservação ambiental";"18.073.842,62";"24.376,80";"27.013,96";"545.119,57";
"12/2019";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"64.687,20";"1.481.460,36";"1.932.484,74";"25.445,00";
"12/2019";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"59.246.983,97";"13.788.238,57";"10.709.176,53";"5.714.029,14";
"12/2019";"10 - Saúde";"511 - Saneamento básico rural";"44.772.799,33";"10.121.616,98";"12.152.539,24";"8.855.393,78";
"12/2019";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.512.374.155,48";"1.627.301.773,95";"1.610.854.497,44";"39.381.023,94";
"12/2019";"10 - Saúde";"125 - Normatização e fiscalização";"299.588,48";"2.076.611,66";"2.077.107,74";"4.980,68";
"12/2019";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"3.254.465,41";"41.460.172,35";"42.576.429,57";"0,00";
"12/2019";"10 - Saúde";"126 - Tecnologia da informação";"28.631.876,79";"20.299.965,81";"27.262.990,54";"887.518,40";
"12/2019";"10 - Saúde";"304 - Vigilância sanitária";"2.504.181,99";"25.886.073,66";"25.918.858,59";"700.364,53";
"12/2019";"10 - Saúde";"512 - Saneamento básico urbano";"259.535.192,41";"34.890.819,35";"37.607.307,02";"32.780.316,53";
"12/2019";"10 - Saúde";"128 - Formação de recursos humanos";"84.830.905,50";"115.023.235,18";"118.349.132,76";"1.940.081,83";
"12/2019";"10 - Saúde";"305 - Vigilância epidemiológica";"1.692.241.029,16";"868.165.048,57";"908.734.239,17";"64.220.033,73";
"12/2019";"10 - Saúde";"423 - Assistência aos povos indígenas";"26.594.799,79";"191.332.634,05";"214.715.297,01";"9.556.545,17";
"12/2019";"10 - Saúde";"122 - Administração geral";"178.750.861,99";"843.848.322,91";"878.524.145,83";"268.001.486,01";
"12/2019";"10 - Saúde";"301 - Atenção básica";"4.273.833.282,81";"5.327.597.481,34";"5.241.878.798,11";"127.332.898,78";
"12/2019";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"7.905.528.451,82";"7.436.885.544,28";"7.451.867.014,98";"123.845.507,92";
"12/2019";"10 - Saúde";"571 - Desenvolvimento científico";"124.676.547,76";"108.304.419,95";"113.536.253,25";"9.404.969,16";
