"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"100.000,00";
"09/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"251.748,00";
"09/2014";"10 - Saúde";"242 - Assistência ao portador de deficiência";"0,00";"0,00";"0,00";"0,00";
"09/2014";"10 - Saúde";"124 - Controle interno";"0,00";"8.583,26";"12.753,26";"52.984,24";
"09/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"918.730,98";
"09/2014";"10 - Saúde";"131 - Comunicação social";"408.211,93";"9.210.387,39";"16.901.698,23";"2.350.072,63";
"09/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"1.898.824,00";"3.868.010,76";"6.084.729,12";"286.246,24";
"09/2014";"10 - Saúde";"126 - Tecnologia da informação";"3.632.628,58";"24.316.430,60";"47.919.192,23";"1.489.468,11";
"09/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"381.943,00";
"09/2014";"10 - Saúde";"306 - Alimentação e nutrição";"276.976,00";"107.066,72";"98.069,05";"26.096,86";
"09/2014";"10 - Saúde";"511 - Saneamento básico rural";"47.905.954,31";"2.775.625,50";"1.551.970,27";"9.424.161,66";
"09/2014";"10 - Saúde";"121 - Planejamento e orçamento";"659.684,97";"107.402,42";"106.105,57";"528.815,19";
"09/2014";"10 - Saúde";"125 - Normatização e fiscalização";"1.503.883,65";"1.872.194,85";"1.802.600,27";"3.396.067,89";
"09/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.678.430,02";"782.414,67";"513.421,77";"205.358,85";
"09/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"4.283.823,06";"41.818.110,91";"41.864.287,25";"0,00";
"09/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"56.719,65";"54.299,45";"42.763,35";"2.850,00";
"09/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.297.016,55";"2.144.542,24";"1.767.603,40";"21.613.113,53";
"09/2014";"10 - Saúde";"128 - Formação de recursos humanos";"- 20.850.007,33";"79.722.334,82";"71.511.045,75";"2.520.037,88";
"09/2014";"10 - Saúde";"512 - Saneamento básico urbano";"127.361.983,45";"16.493.362,85";"8.961.984,57";"46.929.884,45";
"09/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"622.075.367,78";"1.144.160.164,37";"962.150.532,60";"19.230.644,40";
"09/2014";"10 - Saúde";"571 - Desenvolvimento científico";"39.236.133,96";"30.513.834,80";"27.535.662,40";"816.190,10";
"09/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"170.453.488,06";"128.485.369,84";"205.755.398,54";"7.879.139,70";
"09/2014";"10 - Saúde";"304 - Vigilância sanitária";"37.602.697,82";"38.716.757,49";"38.614.022,17";"8.395.622,75";
"09/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"14.625.645,08";"44.613.469,29";"42.903.715,90";"1.040.754,16";
"09/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"1.075.836,24";"219.551,65";"215.305,10";"490.002,25";
"09/2014";"10 - Saúde";"301 - Atenção básica";"1.842.141.230,56";"1.253.439.140,96";"1.348.406.379,60";"44.687.842,35";
"09/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.754.808.869,61";"3.590.487.449,66";"3.545.173.976,03";"74.620.194,38";
"09/2014";"10 - Saúde";"122 - Administração geral";"231.729.912,80";"764.525.138,33";"752.417.592,91";"6.471.973,46";
"10/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"100.000,00";
"10/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"31.529,16";
"10/2014";"10 - Saúde";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"1.469,14";
"10/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"96.878,82";"815.755,75";"490.701,22";"94.128,09";
"10/2014";"10 - Saúde";"131 - Comunicação social";"41.372,06";"12.226.477,03";"11.849.754,88";"1.675.599,14";
"10/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"305,80";"67.477,31";"79.100,41";"0,00";
"10/2014";"10 - Saúde";"124 - Controle interno";"3.323.011,28";"6.843,67";"6.843,67";"0,00";
"10/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"247.005,22";
"10/2014";"10 - Saúde";"511 - Saneamento básico rural";"10.378.985,16";"2.655.475,63";"3.887.903,61";"12.479.986,29";
"10/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"6.317.495,24";"5.500.439,86";"5.062.957,40";"4.388.530,90";
"10/2014";"10 - Saúde";"121 - Planejamento e orçamento";"2.424.380,16";"685.232,00";"686.019,20";"42.454,12";
"10/2014";"10 - Saúde";"126 - Tecnologia da informação";"9.985.155,45";"36.707.981,25";"34.474.775,18";"5.366.455,10";
"10/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.751.426,75";"4.315.594,60";"4.326.494,60";"689.118,31";
"10/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"5.478.118,05";"42.029.236,09";"41.653.143,84";"0,00";
"10/2014";"10 - Saúde";"306 - Alimentação e nutrição";"0,00";"1.414,95";"94.541,21";"144.945,52";
"10/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"41.503.861,33";"50.267.055,96";"52.218.992,31";"1.338.339,31";
"10/2014";"10 - Saúde";"304 - Vigilância sanitária";"3.453.053,99";"5.989.807,77";"5.696.274,33";"1.546.211,59";
"10/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"450.517.664,43";"398.572.273,60";"142.584.612,22";"13.560.806,33";
"10/2014";"10 - Saúde";"125 - Normatização e fiscalização";"1.022.597,53";"5.393.021,49";"5.015.490,36";"58.559,73";
"10/2014";"10 - Saúde";"571 - Desenvolvimento científico";"15.919.197,93";"25.056.460,98";"26.919.509,53";"6.507.779,80";
"10/2014";"10 - Saúde";"128 - Formação de recursos humanos";"26.808.843,54";"136.146.526,30";"140.550.440,19";"3.946.649,98";
"10/2014";"10 - Saúde";"122 - Administração geral";"138.433.173,33";"776.132.584,20";"797.847.118,47";"6.964.340,86";
"10/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.864.984,39";"2.990.505,60";"2.236.653,60";"230.731,17";
"10/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"812.671.148,81";"1.004.095.312,24";"868.118.673,38";"18.335.857,59";
"10/2014";"10 - Saúde";"301 - Atenção básica";"1.358.826.425,45";"1.639.973.061,91";"1.665.858.157,21";"18.126.457,80";
"10/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.605.362.518,07";"3.916.629.013,80";"3.855.950.711,75";"40.345.997,60";
"10/2014";"10 - Saúde";"512 - Saneamento básico urbano";"39.199.170,20";"102.879.293,76";"110.407.259,84";"54.645.427,67";
"11/2014";"10 - Saúde";"365 - Educação infantil";"0,00";"0,00";"0,00";"0,00";
"11/2014";"10 - Saúde";"124 - Controle interno";"400.000,00";"2.235.353,30";"2.235.353,30";"150.000,00";
"11/2014";"10 - Saúde";"131 - Comunicação social";"843.816,33";"8.522.927,85";"8.867.629,84";"247.954,03";
"11/2014";"10 - Saúde";"126 - Tecnologia da informação";"278.028,58";"43.770.181,32";"45.253.432,58";"6.370.195,47";
"11/2014";"10 - Saúde";"306 - Alimentação e nutrição";"8.359.000,00";"8.359.000,00";"8.359.550,00";"20.000,00";
"11/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"338.897,48";
"11/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"19.297,20";
"11/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"485.626,68";"76.916,35";"69.555,60";"1.890.343,62";
"11/2014";"10 - Saúde";"511 - Saneamento básico rural";"2.564.399,34";"2.794.255,38";"2.558.250,79";"4.199.597,81";
"11/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"514.409,97";"80.520,46";"406.031,54";"186.740,23";
"11/2014";"10 - Saúde";"121 - Planejamento e orçamento";"1.350.768,41";"998.217,01";"885.664,75";"36.063,24";
"11/2014";"10 - Saúde";"512 - Saneamento básico urbano";"35.338.440,43";"13.217.353,56";"12.947.139,13";"16.281.991,52";
"11/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"19.196.604,34";"290.001.009,62";"513.099.663,60";"15.069.837,59";
"11/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 8.710.973,46";"41.197.210,51";"41.306.384,37";"0,00";
"11/2014";"10 - Saúde";"125 - Normatização e fiscalização";"2.650.695,75";"5.833.310,03";"5.810.911,66";"25.386,42";
"11/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"2.443.111,42";"3.757.210,71";"3.714.135,71";"335.115,80";
"11/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"80.520.263,48";"7.318.937,31";"8.209.275,39";"12.470.239,08";
"11/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"728.412.324,45";"1.125.847.240,35";"1.353.242.240,93";"58.721.578,00";
"11/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"262.169,58";"788.955,37";"1.703.826,90";"231.088,70";
"11/2014";"10 - Saúde";"571 - Desenvolvimento científico";"46.196.108,94";"20.014.165,97";"22.374.915,45";"6.493.753,12";
"11/2014";"10 - Saúde";"304 - Vigilância sanitária";"67.391.054,16";"46.098.893,25";"46.322.188,33";"231.039,90";
"11/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"39.220.289,68";"56.291.112,77";"55.839.747,15";"1.709.925,47";
"11/2014";"10 - Saúde";"128 - Formação de recursos humanos";"43.967.122,33";"67.117.376,56";"74.970.803,53";"6.518.435,70";
"11/2014";"10 - Saúde";"122 - Administração geral";"398.262.804,88";"1.110.179.455,78";"1.105.152.176,93";"7.543.344,09";
"11/2014";"10 - Saúde";"301 - Atenção básica";"1.462.984.107,31";"1.633.215.110,79";"1.393.054.838,96";"53.867.609,08";
"11/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.588.949.989,81";"3.349.990.999,18";"3.371.192.809,57";"278.386.702,51";
"12/2014";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"0,00";"0,00";"0,00";
"12/2014";"10 - Saúde";"124 - Controle interno";"869.809,42";"228.048,75";"228.048,75";"159.535,71";
"12/2014";"10 - Saúde";"541 - Preservação e conservação ambiental";"1.096.928,79";"37.640,33";"45.601,08";"184.497,70";
"12/2014";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"811,87";"927.283,63";"931.073,63";"14.012,85";
"12/2014";"10 - Saúde";"183 - Informação e inteligência";"0,00";"0,00";"0,00";"1.261.792,80";
"12/2014";"10 - Saúde";"131 - Comunicação social";"13.497.743,35";"2.159.033,11";"2.172.262,42";"2.000.846,97";
"12/2014";"10 - Saúde";"511 - Saneamento básico rural";"30.211.625,16";"6.892.615,40";"1.656.635,89";"2.407.701,15";
"12/2014";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"4.660.590,35";"7.325.079,09";"7.367.404,09";"324.586,79";
"12/2014";"10 - Saúde";"306 - Alimentação e nutrição";"8.032.003,28";"0,00";"1.414,95";"146.899,73";
"12/2014";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"1.453.680,44";"15.020.224,75";"15.346.707,10";"10.820.186,04";
"12/2014";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"756.373,05";"521.877,65";"725.509,13";"440.268,76";
"12/2014";"10 - Saúde";"126 - Tecnologia da informação";"6.146.571,57";"35.262.470,85";"35.645.428,87";"1.856.385,13";
"12/2014";"10 - Saúde";"512 - Saneamento básico urbano";"80.648.795,13";"2.712.623,34";"967.092,86";"6.411.324,12";
"12/2014";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"2.063.786,07";
"12/2014";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 11.968.260,54";"41.715.840,68";"41.871.075,60";"0,00";
"12/2014";"10 - Saúde";"303 - Suporte profilático e terapêutico";"367.978.577,36";"463.677.660,37";"632.063.807,67";"2.055.446,63";
"12/2014";"10 - Saúde";"305 - Vigilância epidemiológica";"784.243.310,57";"435.395.196,15";"500.305.464,30";"9.217.995,34";
"12/2014";"10 - Saúde";"125 - Normatização e fiscalização";"1.246.534,34";"4.245.442,11";"4.719.224,84";"24.237,98";
"12/2014";"10 - Saúde";"121 - Planejamento e orçamento";"975.744,64";"3.602.727,06";"3.710.369,67";"564.990,37";
"12/2014";"10 - Saúde";"301 - Atenção básica";"871.781.765,29";"811.237.982,41";"1.080.926.431,73";"15.509.234,27";
"12/2014";"10 - Saúde";"423 - Assistência aos povos indígenas";"61.030.989,85";"110.981.075,76";"110.941.579,80";"781.223,49";
"12/2014";"10 - Saúde";"128 - Formação de recursos humanos";"25.118.228,74";"139.568.292,59";"140.928.481,69";"7.680.320,17";
"12/2014";"10 - Saúde";"122 - Administração geral";"307.044.213,13";"1.054.822.780,90";"1.058.543.830,58";"16.968.507,10";
"12/2014";"10 - Saúde";"304 - Vigilância sanitária";"49.569.418,72";"58.045.102,10";"58.206.170,11";"865.702,26";
"12/2014";"10 - Saúde";"571 - Desenvolvimento científico";"39.870.358,78";"49.829.482,90";"51.441.306,11";"2.520.215,22";
"12/2014";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"2.790.695.173,39";"2.784.254.750,43";"2.862.173.612,23";"60.925.260,97";
