"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"09/2020";"10 - Saúde";"301 - Atenção básica";"1.389.328.424,79";"1.919.804.959,56";"1.922.438.561,50";"11.115.784,77";
"09/2020";"10 - Saúde";"304 - Vigilância sanitária";"11.783.455,45";"813.920,04";"1.525.027,94";"56.425,86";
"09/2020";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"382.206,16";"687.146,80";"500.588,96";"0,00";
"09/2020";"10 - Saúde";"122 - Administração geral";"5.968.287.976,24";"4.825.286.189,05";"4.840.355.349,93";"750.130,95";
"09/2020";"10 - Saúde";"305 - Vigilância epidemiológica";"445.264.300,23";"672.678.153,25";"659.602.369,35";"48.579.467,68";
"09/2020";"10 - Saúde";"423 - Assistência aos povos indígenas";"45.208.015,54";"66.949.283,61";"62.055.193,49";"1.428.669,33";
"09/2020";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.313.349.527,99";"4.350.514.810,75";"4.359.318.262,24";"37.073.203,12";
"10/2020";"10 - Saúde";"364 - Ensino superior";"0,00";"0,00";"0,00";"0,00";
"10/2020";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"4.421,98";"4.421,98";"115.536,00";
"10/2020";"10 - Saúde";"846 - Outros encargos especiais";"9.500.000,00";"89.364.325,20";"89.364.325,20";"0,00";
"10/2020";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"0,00";
"10/2020";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"239.999,52";"827.703,37";"888.527,99";"16.099.313,36";
"10/2020";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"9.586,71";"49.264,60";"487.853,94";"2.500,00";
"10/2020";"10 - Saúde";"126 - Tecnologia da informação";"34.747.608,48";"19.255.722,87";"19.415.980,82";"2.672.782,81";
"10/2020";"10 - Saúde";"541 - Preservação e conservação ambiental";"2.092,00";"8.863,06";"8.863,06";"0,00";
"10/2020";"10 - Saúde";"125 - Normatização e fiscalização";"2.016.269,22";"1.926.941,93";"1.953.253,06";"43.200,00";
"10/2020";"10 - Saúde";"512 - Saneamento básico urbano";"7.729.991,05";"3.193.998,45";"7.214.313,97";"33.580.356,02";
"10/2020";"10 - Saúde";"131 - Comunicação social";"28.265.305,86";"21.569.960,89";"17.998.700,52";"415.539,20";
"10/2020";"10 - Saúde";"124 - Controle interno";"0,00";"8.562,21";"323.562,21";"794.680,00";
"10/2020";"10 - Saúde";"128 - Formação de recursos humanos";"118.871.040,67";"100.468.404,99";"102.834.478,76";"2.179.001,82";
"10/2020";"10 - Saúde";"511 - Saneamento básico rural";"4.187.481,60";"4.663.752,42";"5.055.505,32";"17.939.646,35";
"10/2020";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"12.260.184,53";"40.178.792,60";"39.933.640,83";"0,00";
"10/2020";"10 - Saúde";"306 - Alimentação e nutrição";"5.006.540,00";"6.540,00";"6.540,00";"3.351.310,13";
"10/2020";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.048.553,29";"1.169.226,85";"1.074.129,42";"3.650,00";
"10/2020";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"22.635.040,36";"17.759.771,97";"2.648.720,72";"1.255.487,99";
"10/2020";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.298.645.937,93";"926.657.567,63";"1.160.939.397,93";"17.630.345,06";
"10/2020";"10 - Saúde";"304 - Vigilância sanitária";"21.045.742,84";"83.140.451,44";"82.705.884,16";"2.943.651,92";
"10/2020";"10 - Saúde";"305 - Vigilância epidemiológica";"756.794.060,16";"421.630.638,50";"263.793.562,01";"44.937.032,14";
"10/2020";"10 - Saúde";"571 - Desenvolvimento científico";"23.443.649,61";"36.386.510,27";"31.595.503,69";"3.427.114,60";
"10/2020";"10 - Saúde";"423 - Assistência aos povos indígenas";"42.781.950,08";"51.339.561,10";"56.409.475,69";"1.290.832,36";
"10/2020";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.334.432.611,25";"4.140.329.315,74";"4.132.562.933,34";"30.450.930,00";
"10/2020";"10 - Saúde";"301 - Atenção básica";"1.041.690.114,20";"2.028.958.641,82";"2.026.458.179,07";"39.541.873,08";
"10/2020";"10 - Saúde";"122 - Administração geral";"481.631.641,92";"2.595.969.787,24";"2.597.314.027,09";"2.904.449,49";
"11/2020";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"1.333.001,00";
"11/2020";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"77.648,90";"765.955,79";"796.281,35";"0,00";
"11/2020";"10 - Saúde";"846 - Outros encargos especiais";"19.618.614,23";"176.945.616,68";"176.945.532,46";"0,00";
"11/2020";"10 - Saúde";"125 - Normatização e fiscalização";"750.264,74";"1.168.635,67";"1.122.754,92";"0,00";
"11/2020";"10 - Saúde";"121 - Planejamento e orçamento";"0,00";"3.897.777,02";"5.059.257,02";"4.108,00";
"11/2020";"10 - Saúde";"124 - Controle interno";"6.000,00";"676.325,37";"11.325,37";"0,00";
"11/2020";"10 - Saúde";"541 - Preservação e conservação ambiental";"277.718,70";"8.906,67";"7.521,87";"3.160,00";
"11/2020";"10 - Saúde";"512 - Saneamento básico urbano";"393.974,77";"2.759.361,45";"2.975.887,86";"27.598.054,79";
"11/2020";"10 - Saúde";"306 - Alimentação e nutrição";"12.077,10";"2.124.320,29";"2.124.320,29";"231.607,00";
"11/2020";"10 - Saúde";"131 - Comunicação social";"2.429.467,37";"11.241.202,54";"14.722.739,74";"1.222.319,37";
"11/2020";"10 - Saúde";"126 - Tecnologia da informação";"7.592.633,50";"13.260.667,43";"13.840.431,82";"646.248,28";
"11/2020";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"62.301.155,85";"786.894,27";"14.219.644,70";"71.192,00";
"11/2020";"10 - Saúde";"304 - Vigilância sanitária";"1.957.416,68";"27.328.078,03";"22.047.128,61";"18.639,93";
"11/2020";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"817.954,00";"625.888,86";"641.364,88";"2.379,41";
"11/2020";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"770.216,05";"2.179.024,05";"1.217.020,40";"1.279,84";
"11/2020";"10 - Saúde";"128 - Formação de recursos humanos";"5.090.889,62";"85.980.244,26";"87.028.717,34";"4.064.168,05";
"11/2020";"10 - Saúde";"511 - Saneamento básico rural";"3.708.748,29";"817.767,90";"2.778.219,28";"6.161.217,34";
"11/2020";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.050.081.150,73";"1.531.736.921,67";"1.381.328.240,73";"67.094.775,41";
"11/2020";"10 - Saúde";"301 - Atenção básica";"3.119.130.739,82";"2.025.309.661,70";"2.009.167.062,46";"27.943.863,88";
"11/2020";"10 - Saúde";"423 - Assistência aos povos indígenas";"158.373.293,52";"133.776.421,45";"52.029.627,85";"4.749.449,88";
"11/2020";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"7.476.518,35";"40.098.213,60";"39.934.197,60";"0,00";
"11/2020";"10 - Saúde";"305 - Vigilância epidemiológica";"338.929.191,28";"542.354.798,90";"584.243.003,72";"34.096.876,85";
"11/2020";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.069.815.370,19";"4.575.111.707,00";"4.389.501.997,54";"27.885.141,03";
"11/2020";"10 - Saúde";"571 - Desenvolvimento científico";"59.809.396,72";"54.919.403,13";"46.716.927,38";"3.076.595,97";
"11/2020";"10 - Saúde";"122 - Administração geral";"1.478.568.412,73";"2.374.776.724,58";"2.231.608.175,99";"3.119.424,98";
"12/2020";"10 - Saúde";"124 - Controle interno";"2.084.949,51";"3.416,23";"668.416,23";"0,00";
"12/2020";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"32.285.283,63";"28.062.723,34";"28.753.325,24";"3.276.280,64";
"12/2020";"10 - Saúde";"846 - Outros encargos especiais";"- 21.621.104,28";"89.318.419,67";"89.318.503,89";"0,00";
"12/2020";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"- 1.333.001,00";
"12/2020";"10 - Saúde";"126 - Tecnologia da informação";"60.309.552,05";"11.259.838,59";"11.106.979,79";"362.191,52";
"12/2020";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"826.664,70";"659.498,93";"322.148,80";"390,27";
"12/2020";"10 - Saúde";"306 - Alimentação e nutrição";"26.694.689,17";"22.944.353,94";"21.962.517,94";"444.604,00";
"12/2020";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.667.430,29";"2.094.208,87";"2.577.243,04";"1.005,80";
"12/2020";"10 - Saúde";"541 - Preservação e conservação ambiental";"21.484.802,04";"17.385,13";"18.769,93";"1.491.033,35";
"12/2020";"10 - Saúde";"131 - Comunicação social";"2.828.805,66";"21.330.283,35";"22.693.904,49";"174.189,05";
"12/2020";"10 - Saúde";"125 - Normatização e fiscalização";"4.000.439,79";"1.186.511,05";"1.232.391,80";"0,00";
"12/2020";"10 - Saúde";"121 - Planejamento e orçamento";"12.220.154,84";"4.387.354,54";"2.600.009,84";"257.137,00";
"12/2020";"10 - Saúde";"305 - Vigilância epidemiológica";"1.244.987.454,03";"635.805.798,64";"774.525.883,97";"70.885.515,08";
"12/2020";"10 - Saúde";"128 - Formação de recursos humanos";"146.031.179,39";"128.778.678,01";"117.983.215,13";"440.645,49";
"12/2020";"10 - Saúde";"511 - Saneamento básico rural";"224.186.408,48";"19.021.872,16";"19.465.667,16";"15.225.903,98";
"12/2020";"10 - Saúde";"304 - Vigilância sanitária";"3.949.092,96";"48.393.193,24";"54.133.243,27";"8.952,72";
"12/2020";"10 - Saúde";"512 - Saneamento básico urbano";"255.326.415,17";"46.444.558,33";"43.670.540,21";"55.769.064,38";
"12/2020";"10 - Saúde";"571 - Desenvolvimento científico";"210.912.497,89";"104.651.822,64";"109.165.773,24";"54.923.205,85";
"12/2020";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"83.351.821,50";"61.721.244,83";"57.642.944,37";"19.587.606,37";
"12/2020";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.931.681.169,75";"1.108.085.948,68";"1.493.840.539,25";"31.490.432,44";
"12/2020";"10 - Saúde";"301 - Atenção básica";"2.920.206.080,12";"4.322.750.630,96";"4.168.751.147,67";"104.923.668,30";
"12/2020";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"- 53.419.051,97";"40.517.313,33";"40.960.829,14";"0,00";
"12/2020";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"2.752.852.441,69";"5.282.029.485,89";"5.309.936.185,25";"276.059.906,74";
"12/2020";"10 - Saúde";"423 - Assistência aos povos indígenas";"163.674.780,34";"195.131.954,07";"313.640.028,34";"851.219,10";
"12/2020";"10 - Saúde";"122 - Administração geral";"3.598.645.057,15";"4.756.124.505,92";"4.024.475.447,02";"1.364.578,86";
