"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"10/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.142.756,41";"87.875,85";"175.450,41";"247.112,98";
"10/2021";"10 - Saúde";"846 - Outros encargos especiais";"1.337.193,00";"84.990.928,25";"84.990.928,25";"0,00";
"10/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 165.482,30";"13.077,83";"13.711,68";"931.186,25";
"10/2021";"10 - Saúde";"121 - Planejamento e orçamento";"6.280.300,00";"8.444,33";"2.438.444,33";"1.517,50";
"10/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"10.386.014,16";"3.614.471,83";"2.295.953,17";"3.251.860,67";
"10/2021";"10 - Saúde";"126 - Tecnologia da informação";"23.824.538,56";"25.814.581,81";"27.147.727,56";"1.442.465,00";
"10/2021";"10 - Saúde";"511 - Saneamento básico rural";"23.158.257,33";"5.341.456,98";"4.974.467,23";"17.338.484,41";
"10/2021";"10 - Saúde";"131 - Comunicação social";"43,22";"23.670.221,42";"24.039.025,11";"571.181,26";
"10/2021";"10 - Saúde";"512 - Saneamento básico urbano";"6.628.110,68";"5.861.098,62";"5.872.448,96";"11.333.752,72";
"10/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"1.059.178,00";"1.494.798,95";"882.749,28";"17.638,91";
"10/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"16.489,06";"1.759.695,55";"825.901,79";"111.005,00";
"10/2021";"10 - Saúde";"125 - Normatização e fiscalização";"2.920.157,32";"3.215.390,87";"915.390,87";"0,00";
"10/2021";"10 - Saúde";"306 - Alimentação e nutrição";"35.009.086,00";"11.865,20";"11.865,20";"243.735,00";
"10/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"703.567.151,75";"2.957.162.957,26";"3.047.046.268,29";"4.444.766,76";
"10/2021";"10 - Saúde";"304 - Vigilância sanitária";"61.972.208,50";"22.728.310,13";"2.290.649,67";"20.143,33";
"10/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"823.384.400,37";"1.597.944.075,49";"1.550.978.571,13";"44.444.392,79";
"10/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"93.668.645,39";"231.966.420,88";"221.865.495,59";"254.133,40";
"10/2021";"10 - Saúde";"571 - Desenvolvimento científico";"28.593.973,88";"110.998.218,80";"67.871.848,56";"9.758.051,64";
"10/2021";"10 - Saúde";"128 - Formação de recursos humanos";"129.967.228,57";"145.884.194,28";"139.204.175,15";"2.202.767,34";
"10/2021";"10 - Saúde";"301 - Atenção básica";"3.032.527.367,37";"3.015.239.597,00";"3.046.582.253,47";"30.516.598,42";
"10/2021";"10 - Saúde";"122 - Administração geral";"768.715.754,53";"870.528.669,01";"879.172.085,66";"73.607.275,30";
"10/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.344.984.790,19";"7.368.738.980,71";"7.316.885.454,03";"88.066.563,51";
"11/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"1.017.173,42";"1.017.173,42";"27.074,56";
"11/2021";"10 - Saúde";"124 - Controle interno";"2.650.000,00";"662.999,15";"12.999,15";"0,00";
"11/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"82.370,71";"127.131,69";"986.574,77";"47.944,78";
"11/2021";"10 - Saúde";"131 - Comunicação social";"73.948.576,87";"17.925.692,46";"19.777.355,22";"47.850,59";
"11/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"- 13.964,36";"12.945,82";"12.878,14";"403.431,46";
"11/2021";"10 - Saúde";"846 - Outros encargos especiais";"11.033.159,10";"168.065.199,73";"168.065.117,69";"0,00";
"11/2021";"10 - Saúde";"121 - Planejamento e orçamento";"3.905,00";"6.914.478,76";"14.478,76";"185.342,78";
"11/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"8.117.357,48";"2.685.437,91";"3.118.384,43";"35.930,00";
"11/2021";"10 - Saúde";"306 - Alimentação e nutrição";"12.600.483,34";"36.948.462,75";"31.950.343,89";"272.245,00";
"11/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"14.147.800,32";"23.852.424,03";"26.175.750,12";"412.407,00";
"11/2021";"10 - Saúde";"125 - Normatização e fiscalização";"1.369.440,22";"1.649.439,23";"1.059.474,33";"0,00";
"11/2021";"10 - Saúde";"304 - Vigilância sanitária";"428.756,54";"39.826.225,44";"42.348.919,90";"8.592,07";
"11/2021";"10 - Saúde";"126 - Tecnologia da informação";"21.390.209,66";"19.697.064,82";"23.086.588,53";"2.451.540,79";
"11/2021";"10 - Saúde";"512 - Saneamento básico urbano";"11.323.334,29";"4.039.515,70";"3.363.470,68";"10.216.706,74";
"11/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"31.008.754,67";"63.252.430,68";"76.168.937,02";"1.688.896,55";
"11/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"1.839.695.521,77";"973.494.217,85";"1.204.838.788,86";"13.161.219,77";
"11/2021";"10 - Saúde";"511 - Saneamento básico rural";"14.020.899,28";"9.048.023,79";"9.127.804,29";"6.610.494,25";
"11/2021";"10 - Saúde";"301 - Atenção básica";"4.423.554.870,54";"2.230.051.379,84";"2.209.870.906,98";"33.392.044,06";
"11/2021";"10 - Saúde";"122 - Administração geral";"195.843.885,59";"4.115.760.688,99";"4.007.640.786,79";"45.609.433,67";
"11/2021";"10 - Saúde";"128 - Formação de recursos humanos";"112.085.760,04";"253.453.487,71";"149.690.673,52";"5.763.806,51";
"11/2021";"10 - Saúde";"571 - Desenvolvimento científico";"46.628.447,74";"76.642.565,28";"81.751.631,13";"16.043.020,15";
"11/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"827.077.606,69";"1.184.229.104,38";"1.231.342.352,03";"13.966.395,14";
"11/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"5.428.567.764,83";"4.954.288.918,59";"4.902.475.067,63";"63.013.936,00";
"12/2021";"10 - Saúde";"845 - Outras transferências";"0,00";"0,00";"0,00";"0,00";
"12/2021";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"812.137,58";"603.338,83";"780.860,08";"52.250,00";
"12/2021";"10 - Saúde";"306 - Alimentação e nutrição";"860.000,00";"7.621.588,59";"937.332,86";"595.961,17";
"12/2021";"10 - Saúde";"846 - Outros encargos especiais";"- 50.915.552,55";"89.162.365,74";"89.162.447,78";"0,00";
"12/2021";"10 - Saúde";"124 - Controle interno";"2.750.362,25";"2.072.575,27";"2.722.575,27";"129.468,00";
"12/2021";"10 - Saúde";"131 - Comunicação social";"4.805.245,49";"19.961.189,60";"22.561.896,09";"81.257,89";
"12/2021";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.665.068,90";"1.552.971,08";"1.552.971,08";"2.664.533,15";
"12/2021";"10 - Saúde";"126 - Tecnologia da informação";"44.458.004,14";"25.586.183,67";"27.414.763,32";"16.485,62";
"12/2021";"10 - Saúde";"125 - Normatização e fiscalização";"1.031.622,86";"1.141.140,76";"3.491.105,66";"500.000,00";
"12/2021";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"8.413.327,12";"6.638.011,57";"6.310.023,29";"41.415,80";
"12/2021";"10 - Saúde";"128 - Formação de recursos humanos";"185.218.406,25";"271.909.750,24";"291.873.977,61";"9.602.685,56";
"12/2021";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"132.373.127,34";"10.708.221,02";"- 14.903.406,34";"30.412.508,43";
"12/2021";"10 - Saúde";"121 - Planejamento e orçamento";"5.895.505,80";"11.655,37";"6.911.655,37";"270.444,00";
"12/2021";"10 - Saúde";"541 - Preservação e conservação ambiental";"12.047.282,74";"37.769,37";"37.837,05";"278.924,65";
"12/2021";"10 - Saúde";"304 - Vigilância sanitária";"36.691.062,46";"37.561.507,97";"56.033.812,60";"23.819,38";
"12/2021";"10 - Saúde";"511 - Saneamento básico rural";"214.875.647,64";"15.474.141,12";"16.272.638,68";"19.125.354,09";
"12/2021";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.416.443.373,37";"1.459.444.341,11";"1.559.018.342,44";"57.751.497,19";
"12/2021";"10 - Saúde";"423 - Assistência aos povos indígenas";"104.864.895,57";"141.334.082,80";"154.359.727,13";"1.073.399,74";
"12/2021";"10 - Saúde";"571 - Desenvolvimento científico";"181.446.420,46";"150.486.712,99";"203.710.478,63";"10.336.604,56";
"12/2021";"10 - Saúde";"512 - Saneamento básico urbano";"149.057.120,67";"18.074.004,73";"18.601.549,76";"29.660.072,19";
"12/2021";"10 - Saúde";"305 - Vigilância epidemiológica";"2.865.957.503,46";"2.023.495.209,14";"2.279.450.042,60";"55.177.221,74";
"12/2021";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"6.818.764.689,54";"8.228.425.131,17";"8.266.663.107,89";"64.863.018,75";
"12/2021";"10 - Saúde";"122 - Administração geral";"238.167.042,12";"2.667.271.300,75";"2.659.912.792,09";"134.081.195,17";
"12/2021";"10 - Saúde";"301 - Atenção básica";"3.000.734.748,79";"4.321.787.817,62";"4.360.448.844,63";"27.043.889,96";
