"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"10/2022";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"929,06";"51.933,26";"289.563,56";"39.031,55";
"10/2022";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"3.478.896,55";"25.368.333,84";"37.175.588,62";"16.872.644,01";
"10/2022";"10 - Saúde";"511 - Saneamento básico rural";"25.850.367,46";"6.039.479,30";"8.202.016,98";"19.720.072,37";
"10/2022";"10 - Saúde";"512 - Saneamento básico urbano";"22.821.515,18";"2.080.559,48";"2.060.372,79";"6.627.282,73";
"10/2022";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"15.939.256,70";"3.830.706,52";"4.770.126,64";"48.613,17";
"10/2022";"10 - Saúde";"125 - Normatização e fiscalização";"1.002.947,44";"1.662.416,77";"1.641.410,61";"0,00";
"10/2022";"10 - Saúde";"541 - Preservação e conservação ambiental";"4.160,00";"47.416,76";"31.917,68";"0,00";
"10/2022";"10 - Saúde";"126 - Tecnologia da informação";"21.883.783,16";"12.609.820,07";"13.533.742,18";"2.962.596,34";
"10/2022";"10 - Saúde";"304 - Vigilância sanitária";"11.129.236,64";"26.103.325,02";"24.875.609,11";"21.085,00";
"10/2022";"10 - Saúde";"846 - Outros encargos especiais";"0,00";"79.658.295,88";"79.653.832,84";"0,00";
"10/2022";"10 - Saúde";"303 - Suporte profilático e terapêutico";"739.753.935,95";"1.233.661.229,37";"1.519.125.761,45";"43.127.753,89";
"10/2022";"10 - Saúde";"128 - Formação de recursos humanos";"16.094.000,35";"135.705.250,93";"138.236.762,00";"6.424.900,51";
"10/2022";"10 - Saúde";"122 - Administração geral";"160.978.147,29";"597.033.155,10";"588.780.385,88";"8.138.045,48";
"10/2022";"10 - Saúde";"423 - Assistência aos povos indígenas";"45.455.570,30";"68.084.043,67";"191.006.573,57";"1.370.400,19";
"10/2022";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.902.023.479,91";"4.907.369.047,99";"4.915.541.223,86";"48.000.887,64";
"10/2022";"10 - Saúde";"301 - Atenção básica";"1.879.790.667,82";"2.229.679.339,90";"2.220.682.465,16";"77.739,30";
"10/2022";"10 - Saúde";"305 - Vigilância epidemiológica";"666.380.384,47";"887.370.080,68";"845.817.901,26";"34.743.341,38";
"10/2022";"10 - Saúde";"571 - Desenvolvimento científico";"42.399.581,38";"50.172.333,84";"47.930.191,74";"4.017.974,71";
"11/2022";"10 - Saúde";"846 - Outros encargos especiais";"10.000,00";"157.233.253,20";"157.237.113,68";"0,00";
"11/2022";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"0,00";"2.360.892,25";"360.892,25";"436.995,90";
"11/2022";"10 - Saúde";"121 - Planejamento e orçamento";"7.000,00";"1.379.349,07";"2.089.349,07";"0,00";
"11/2022";"10 - Saúde";"306 - Alimentação e nutrição";"179.151,68";"19.151,68";"19.151,68";"237.902,00";
"11/2022";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"10.638.074,29";"14.117.117,11";"25.210.686,13";"1.020.117,11";
"11/2022";"10 - Saúde";"131 - Comunicação social";"0,00";"12.593.101,82";"19.989.830,27";"1.036.732,31";
"11/2022";"10 - Saúde";"124 - Controle interno";"- 2.600,00";"894.336,74";"19.336,74";"0,00";
"11/2022";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"- 9.587,81";"110.293,73";"81.323,20";"100.244,33";
"11/2022";"10 - Saúde";"512 - Saneamento básico urbano";"3.856.665,94";"10.963.081,22";"10.979.354,24";"17.581.714,81";
"11/2022";"10 - Saúde";"541 - Preservação e conservação ambiental";"42.577,03";"64.209,83";"68.625,32";"6.734,70";
"11/2022";"10 - Saúde";"304 - Vigilância sanitária";"7.815.538,19";"24.468.081,82";"24.776.707,38";"156.682,62";
"11/2022";"10 - Saúde";"125 - Normatização e fiscalização";"2.330.851,49";"1.404.781,16";"1.399.427,82";"0,00";
"11/2022";"10 - Saúde";"303 - Suporte profilático e terapêutico";"715.281.545,62";"1.344.836.132,39";"1.330.550.775,45";"34.933.880,73";
"11/2022";"10 - Saúde";"126 - Tecnologia da informação";"12.639.731,80";"52.226.412,97";"43.369.813,16";"386.719,36";
"11/2022";"10 - Saúde";"122 - Administração geral";"213.661.495,65";"819.125.579,36";"690.453.325,93";"4.285.449,01";
"11/2022";"10 - Saúde";"128 - Formação de recursos humanos";"16.772.060,12";"145.584.445,38";"147.210.278,75";"1.961.448,66";
"11/2022";"10 - Saúde";"511 - Saneamento básico rural";"65.176.565,40";"7.811.764,06";"8.352.241,45";"16.213.585,54";
"11/2022";"10 - Saúde";"301 - Atenção básica";"1.955.666.697,55";"2.213.987.500,71";"2.206.877.936,97";"22.708.091,50";
"11/2022";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"4.815.906.223,53";"4.860.291.149,38";"4.844.393.794,62";"14.346.982,48";
"11/2022";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"2.810.142,74";"3.246.036,63";"3.287.667,63";"87.880,29";
"11/2022";"10 - Saúde";"423 - Assistência aos povos indígenas";"85.694.492,26";"66.152.600,78";"81.702.576,66";"1.039.860,04";
"11/2022";"10 - Saúde";"571 - Desenvolvimento científico";"35.787.621,65";"79.339.911,41";"73.482.514,37";"3.297.110,70";
"11/2022";"10 - Saúde";"305 - Vigilância epidemiológica";"356.631.905,28";"779.930.138,77";"795.558.788,92";"11.588.733,77";
"12/2022";"10 - Saúde";"124 - Controle interno";"1.117.768,09";"1.119.978,68";"877.387,68";"0,00";
"12/2022";"10 - Saúde";"846 - Outros encargos especiais";"- 64.357.747,58";"80.938.812,88";"80.939.441,92";"0,00";
"12/2022";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"3.654.258,73";"2.304.050,64";"5.005.588,51";"632.716,13";
"12/2022";"10 - Saúde";"131 - Comunicação social";"75.410.878,40";"35.429.069,29";"24.352.168,61";"719.477,69";
"12/2022";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"113.037.255,17";"37.642.375,95";"45.755.500,48";"29.964.459,06";
"12/2022";"10 - Saúde";"121 - Planejamento e orçamento";"11.925.115,63";"1.662.998,48";"2.273.970,82";"100.000,00";
"12/2022";"10 - Saúde";"306 - Alimentação e nutrição";"31.525.860,70";"33.863.360,70";"34.223.360,70";"429.866,00";
"12/2022";"10 - Saúde";"541 - Preservação e conservação ambiental";"3.765.915,56";"481.716,69";"492.800,28";"2.447.513,07";
"12/2022";"10 - Saúde";"304 - Vigilância sanitária";"21.116.329,88";"53.799.872,49";"54.892.036,16";"0,00";
"12/2022";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"5.234.957,81";"586.765,16";"592.259,55";"37.889,06";
"12/2022";"10 - Saúde";"125 - Normatização e fiscalização";"5.738.045,58";"1.318.996,56";"1.672.025,83";"625.000,00";
"12/2022";"10 - Saúde";"126 - Tecnologia da informação";"54.913.957,75";"26.080.887,69";"30.160.618,91";"515.703,55";
"12/2022";"10 - Saúde";"511 - Saneamento básico rural";"390.998.188,77";"17.934.467,81";"18.352.729,39";"59.431.169,35";
"12/2022";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"29.916.235,73";"16.407.003,25";"9.629.218,12";"882.171,49";
"12/2022";"10 - Saúde";"128 - Formação de recursos humanos";"180.094.300,13";"212.999.391,00";"236.434.381,89";"132.796.754,64";
"12/2022";"10 - Saúde";"303 - Suporte profilático e terapêutico";"1.684.899.982,59";"1.687.610.967,39";"1.776.435.523,33";"27.330.194,79";
"12/2022";"10 - Saúde";"122 - Administração geral";"192.396.029,89";"826.469.383,62";"856.912.931,39";"10.135.230,37";
"12/2022";"10 - Saúde";"512 - Saneamento básico urbano";"396.691.564,90";"12.190.587,35";"11.821.045,92";"62.443.059,37";
"12/2022";"10 - Saúde";"571 - Desenvolvimento científico";"239.916.851,28";"123.643.067,07";"150.255.827,22";"21.965.326,49";
"12/2022";"10 - Saúde";"423 - Assistência aos povos indígenas";"189.948.462,10";"245.547.183,96";"252.438.612,41";"5.120.983,10";
"12/2022";"10 - Saúde";"305 - Vigilância epidemiológica";"5.013.679.869,13";"1.463.990.777,29";"1.538.658.329,84";"103.819.875,49";
"12/2022";"10 - Saúde";"301 - Atenção básica";"3.391.975.222,48";"3.133.822.569,65";"3.236.468.728,88";"144.842.653,02";
"12/2022";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"3.064.220.591,08";"5.203.515.816,71";"5.233.524.404,44";"300.290.927,87";
